,price,location,Garden,Resale,Area,Parking,Furnished
797,₹1 Cr ,"1 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area550,0,0
798,₹1.40 Cr ,"1 BHK Flat for Sale in Film City Road, Mumbai",yes,yes,Area460,0,1
799,₹2.10 Cr ,"2 BHK Flat for Sale in Kalina, Mumbai",no,yes,Area539,0,0
800,₹2.40 Cr ,"2 BHK Flat for Sale in Koldongri Vile Parle East, Mumbai",no,yes,Area650,0,1
801,₹2.05 Cr ,"1 BHK Flat for Sale in Lower Parel, Mumbai",no,no,Area440,0,1
802,₹28 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area330,1,0
803,₹2.60 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area738,0,0
804,₹2.05 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",yes,yes,Area700,0,1
805,₹1.69 Cr ,"2 BHK Flat for Sale in Mulund East, Mumbai",yes,yes,Area650,0,0
806,₹1.55 Cr ,"2 BHK Flat for Sale in Vikhroli, Mumbai",yes,yes,Area597,0,0
807,₹4.50 Cr ,"3 BHK Flat for Sale in Girgaon, Mumbai",no,no,Area1000,0,1
808,₹2.60 Cr ,"2 BHK Flat for Sale in Shanti Nagar Vakola, Mumbai",no,no,Area657,0,1
809,₹1.25 Cr ,"2 BHK Flat for Sale in Jankalyan Nagar, Mumbai",no,yes,Area700,0,0
810,₹2.10 Cr ,"3 BHK Flat for Sale in Rajawadi Colony, Mumbai",no,yes,Area720,0,0
811,₹65 Lac ,"1 BHK Flat for Sale in Bhayandar East, Mumbai",yes,yes,Area460,1,1
812,₹4.50 Cr ,"3 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area1145,0,1
813,₹2.55 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area950,0,1
814,₹65 Lac ,"1 BHK Flat for Sale in Cotton Green, Mumbai",yes,yes,Area225,1,1
815,₹2 Cr ,"2 BHK Flat for Sale in Jawahar Nagar Goregaon West, Mumbai",yes,yes,Area750,0,0
816,₹50 Lac ," Studio Apartment for Sale in Vile Parle East, Mumbai",no,yes,Area215,0,1
817,₹65 Lac ,2 BHK Flat for Sale in Mumbai,yes,yes,Area504,1,0
818,₹2.28 Cr ,"2 BHK Flat for Sale in Prabhadevi, Mumbai",yes,yes,Area481,0,0
819,₹1.40 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area610,0,1
820,₹1.10 Cr ,"2 BHK Flat for Sale in Bhayandar East, Mumbai",yes,yes,Area865,0,0
821,₹59 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area600,0,0
822,₹2.65 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area810,1,1
823,₹45 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area722,0,1
824,₹1.50 Cr ,"2 BHK Flat for Sale in Pant Nagar, Mumbai",no,yes,Area625,1,0
825,₹2.19 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area715,0,1
826,₹1.10 Cr ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area410,0,0
827,₹48 Lac ," Studio Apartment for Sale in Bhandup West, Mumbai",no,yes,Area197,0,0
828,₹25 Lac ,1 BHK Flat for Sale in Mumbai,yes,yes,Area560,0,1
829,₹1.27 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",yes,yes,Area497,0,1
830,₹42 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",yes,no,Area720,0,0
831,₹1.18 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area407,0,0
832,₹68 Lac ,"1 BHK Flat for Sale in Grant Road, Mumbai",no,yes,Area295,0,1
833,₹38.5 Lac ,"1 BHK Flat for Sale in Vasai East, Mumbai",yes,yes,Area620,1,1
834,₹1.61 Cr ,"2 BHK Flat for Sale in Damodar Park, Mumbai",yes,yes,Area637,1,1
835,₹85 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",no,yes,Area509,0,0
836,₹47 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",yes,yes,Area585,0,1
837,₹72 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area694,0,1
838,₹2.20 Cr ,"2 BHK Flat for Sale in Tilak Nagar Chembur, Mumbai",no,yes,Area640,1,1
839,₹1.45 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area700,0,1
840,₹2 Cr ,"5 BHK Flat for Sale in Virar Nallasopara Link Road, Mumbai",yes,yes,Area1550,0,0
841,₹1.50 Cr ,"1 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area410,0,0
842,₹65 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area470,0,0
843,₹80 Lac ,"1 BHK Flat for Sale in Damodar Park, Mumbai",no,yes,Area581,1,0
844,₹1.70 Cr ,"1 BHK Flat for Sale in Byculla, Mumbai",no,yes,Area436,0,1
845,₹1.25 Cr ,"1 BHK Flat for Sale in Juhu Versova Link Road, Mumbai",yes,yes,Area282,1,1
846,₹4.50 Cr ,"4 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area1204,1,0
847,₹43 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area390,0,0
848,₹4.65 Cr ,"3 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area975,1,0
849,₹11.76 Cr ,"3 BHK Flat for Sale in Malabar Hill, Mumbai",yes,yes,Area1600,1,0
850,₹3.50 Cr ,"2 BHK Flat for Sale in Geeta Nagar Mahim, Mumbai",yes,yes,Area928,0,0
851,₹2 Cr ,"1 BHK Flat for Sale in Bandra West, Mumbai",no,yes,Area300,1,0
852,₹2.20 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area650,0,0
853,₹26 Lac ,"1 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area230,0,0
854,₹32 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area620,0,0
855,₹2.25 Cr ,"2 BHK Flat for Sale in Borivali, Mumbai",no,yes,Area622,1,1
856,₹6.75 Cr ,"3 BHK Flat for Sale in Dadar West, Mumbai",yes,yes,Area1600,0,0
857,₹1.15 Cr ,"1 BHK Flat for Sale in Jogeshwari West, Mumbai",no,yes,Area401,0,0
858,₹55 Lac ,"1 BHK Flat for Sale in Bhayandar East, Mumbai",yes,yes,Area485,0,0
859,₹50 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area270,0,0
860,₹84 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area421,0,1
861,₹50 Lac ," Studio Apartment for Sale in Malad East, Mumbai",no,yes,Area225,0,0
862,₹1.10 Cr ,"1 BHK Flat for Sale in Borivali East, Mumbai",no,yes,Area372,0,0
863,₹2.08 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area860,1,1
864,₹92 Lac ,"1 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area625,0,0
865,₹2.25 Cr ,"1 BHK Flat for Sale in Juhu Tara Road, Mumbai",no,yes,Area350,0,1
866,₹1.20 Cr ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area430,0,1
867,₹1.82 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1100,0,1
868,₹2.05 Cr ,"2 BHK Flat for Sale in Ghatkopar West, Mumbai",yes,yes,Area650,1,1
869,₹80 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area882,1,1
870,₹70 Lac ," Studio Apartment for Sale in Chembur, Mumbai",no,yes,Area225,0,0
871,₹1.17 Cr ,"1 BHK Flat for Sale in Malvani, Mumbai",no,yes,Area475,0,0
872,₹2.65 Cr ,"2 BHK Flat for Sale in Deonar Farm Road, Mumbai",no,yes,Area750,0,0
873,₹1.55 Cr ,"2 BHK Flat for Sale in Bhandup East, Mumbai",no,yes,Area687,0,0
874,₹70 Lac ,"1 BHK Flat for Sale in Mahavir Nagar Kandivali West, Mumbai",yes,yes,Area350,0,1
875,₹2.95 Cr ,"4 BHK Flat for Sale in Mulund, Mumbai",yes,yes,Area1299,1,1
876,₹30 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area470,0,0
877,₹34 Lac ,"1 BHK Flat for Sale in Dahisar East, Mumbai",no,yes,Area475,0,0
878,₹1.90 Cr ,"2 BHK Flat for Sale in Sunder Nagar Santacruz East, Mumbai",no,yes,Area660,1,1
879,₹1.70 Cr ,"2 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area745,0,0
880,₹75 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area270,0,0
881,₹11 Cr ,"7 BHK Flat for Sale in Chandivali, Mumbai",yes,yes,Area3100,1,1
882,₹3.50 Cr ,"3 BHK Flat for Sale in Kurla, Mumbai",no,yes,Area1009,1,1
883,₹70 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area600,0,1
884,₹1.47 Cr ,"2 BHK Flat for Sale in Mhada HIG Colony, Mumbai",yes,yes,Area570,0,0
885,₹5.55 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",yes,yes,Area1084,0,1
886,₹75 Lac ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",yes,yes,Area600,0,0
887,₹80 Lac ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area355,0,0
888,₹3.80 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1006,0,1
889,₹5.50 Cr ,"3 BHK Flat for Sale in Matunga East, Mumbai",yes,yes,Area1100,1,1
890,₹3.10 Cr ,"3 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,,0,1
891,₹1.10 Cr ,"1 BHK Flat for Sale in Kurla West, Mumbai",no,yes,Area380,0,0
892,₹1.52 Cr ,"2 BHK Flat for Sale in Liberty Garden, Mumbai",no,yes,Area700,1,1
893,₹41 Lac ,"1 BHK Flat for Sale in Nalasopara West, Mumbai",yes,yes,Area560,1,1
894,₹82 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area700,1,1
895,₹1 Cr ,"3 BHK Flat for Sale in Mira Road East, Mumbai",yes,no,Area950,0,1
896,₹1.09 Cr ,"1 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area275,0,0
897,₹3.25 Cr ,"3 BHK Flat for Sale in Kurla West, Mumbai",no,yes,Area1175,0,1
898,₹80 Lac ,"1 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area338,0,0
899,₹2.50 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area712,0,1
900,₹2.20 Cr ,"2 BHK Flat for Sale in IC Colony, Mumbai",no,yes,Area870,0,1
901,₹3.10 Cr ,"2 BHK Flat for Sale in Sion, Mumbai",yes,yes,Area750,1,1
902,₹5 Cr ,"2 BHK Flat for Sale in Lower Parel West, Mumbai",yes,yes,Area862,0,1
903,₹4.50 Cr ,"3 BHK Flat for Sale in Wadala, Mumbai",yes,yes,Area1238,0,1
904,₹3.75 Cr ,"3 BHK Flat for Sale in Ghatkopar East, Mumbai",yes,yes,Area1084,0,1
905,₹2.99 Cr ,"2 BHK Flat for Sale in Ghatkopar East, Mumbai",yes,yes,Area756,0,1
906,₹50 Lac ,"2 BHK Flat for Sale in Ulhasnagar, Mumbai",no,yes,Area678,0,0
907,₹3.25 Cr ,"2 BHK Flat for Sale in Linking Road, Mumbai",no,yes,Area900,0,1
908,₹10.50 Cr ,"3 BHK Flat for Sale in Pedder Road, Mumbai",yes,yes,Area1575,1,1
909,₹4 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area1072,0,1
910,₹2.50 Cr ,"3 BHK Flat for Sale in Kanjurmarg East, Mumbai",yes,yes,Area850,0,0
911,₹6.75 Cr ,"4 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area2520,1,1
912,₹1.50 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area625,0,0
913,₹2.50 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area706,1,0
914,₹1.90 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area700,0,1
915,₹1.90 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area517,0,1
916,₹2.60 Cr ,"3 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area970,0,1
917,₹1.65 Cr ,"2 BHK Flat for Sale in Vikhroli West, Mumbai",yes,yes,Area585,1,1
918,₹1.70 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",yes,yes,Area491,1,0
919,₹43 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area511,0,0
920,₹1.70 Cr ,"1 BHK Flat for Sale in Azad Nagar Andheri West, Mumbai",yes,no,Area393,0,1
921,₹1.20 Cr ,"1 BHK Flat for Sale in Goregaon East, Mumbai",no,yes,Area850,0,1
922,₹12 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area200,1,1
923,₹3.27 Cr ,"3 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area1165,0,1
924,₹1.05 Cr ,"2 BHK Flat for Sale in Shree Krishna Nagar Andheri East, Mumbai",no,no,Area330,0,0
925,₹65 Lac ,"3 BHK Flat for Sale in Ulhasnagar, Mumbai",yes,yes,Area850,0,0
926,₹11 Cr ,"3 BHK Flat for Sale in Cuffe Parade, Mumbai",no,yes,Area1640,0,0
927,₹4.99 Cr ,"3 BHK Flat for Sale in Vile Parle East, Mumbai",yes,yes,Area1232,1,1
928,₹93 Lac ,"1 BHK Flat for Sale in Borivali East, Mumbai",yes,yes,Area385,1,0
929,₹85 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area458,1,1
930,₹67 Lac ,"1 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area318,0,0
931,₹95 Lac ,"1 BHK Flat for Sale in Madonna Colony, Mumbai",no,yes,Area411,0,0
932,₹1.99 Cr ,"2 BHK Flat for Sale in Saki Naka, Mumbai",no,yes,Area637,1,0
933,₹2.50 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area1070,0,1
934,₹1.30 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area460,1,0
935,₹29 Cr ,"5 BHK Flat for Sale in Pali Hill, Mumbai",no,yes,Area5000,1,1
936,₹62 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area400,1,1
937,₹2.30 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area750,0,1
938,₹42 Lac ,"2 BHK Flat for Sale in Nala Sopara, Mumbai",no,yes,Area944,1,0
939,₹1.66 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area850,1,1
940,₹2 Cr ,"2 BHK Flat for Sale in Kanjurmarg West, Mumbai",no,yes,Area1050,0,1
941,₹29 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area650,0,0
942,₹10.50 Cr ,"2 BHK Flat for Sale in Pedder Road, Mumbai",yes,yes,Area1340,1,1
943,₹2.75 Cr ,"2 BHK Flat for Sale in Bandra East, Mumbai",no,yes,Area617,0,0
944,₹5 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1595,1,0
945,₹3.25 Cr ,3 BHK Flat for Sale in Mumbai,no,yes,Area1180,1,1
946,₹2.35 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area771,0,0
947,₹81 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area225,0,0
948,₹2.30 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area771,0,0
949,₹1.75 Cr ,"2 BHK Flat for Sale in Malad East, Mumbai",no,no,Area477,0,1
950,₹1.95 Cr ,"2 BHK Flat for Sale in Vikhroli East, Mumbai",no,yes,Area644,1,1
951,₹2.35 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area656,1,0
952,₹1.50 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area525,0,0
953,₹8.60 Cr ,"3 BHK Flat for Sale in Khar West, Mumbai",no,yes,Area1548,1,0
954,₹1.95 Cr ,"2 BHK Flat for Sale in New MHB Colony, Mumbai",no,yes,Area650,0,1
955,₹55 Lac ," Studio Apartment for Sale in Borivali West, Mumbai",no,yes,Area180,1,1
956,₹1.33 Cr ,"1 BHK Flat for Sale in Parel, Mumbai",no,yes,Area615,0,1
957,₹50 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area250,0,0
958,₹1.05 Cr ,"2 BHK Flat for Sale in Tilak Nagar Chembur, Mumbai",yes,yes,Area470,0,1
959,₹35 Lac ,1 BHK Flat for Sale in Mumbai,yes,yes,Area362,0,0
960,₹1.50 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area490,1,0
961,₹35.6 Lac ,"1 BHK Flat for Sale in Vaishali Nagar Dahisar, Mumbai",no,yes,Area450,0,1
962,₹31.8 Lac ,"2 BHK Flat for Sale in Vaishali Nagar Dahisar, Mumbai",no,yes,Area612,0,1
963,₹2.35 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area850,1,1
964,₹1.65 Cr ,"1 BHK Flat for Sale in Dattapada, Mumbai",no,yes,Area460,1,1
965,₹1.60 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",yes,yes,Area744,1,0
966,₹40 Lac ,"1 BHK Flat for Sale in Vasai West, Mumbai",yes,no,Area435,0,1
967,₹35 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area650,1,1
968,₹2.50 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area950,0,1
969,₹11 Lac ," Studio Apartment for Sale in Virar East, Mumbai",no,yes,Area320,0,0
970,₹1.10 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area600,0,0
971,₹2.75 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area855,0,0
972,₹85 Lac ,"1 BHK Flat for Sale in Riddhi Gardens, Mumbai",no,yes,Area488,0,1
973,₹56 Lac ,"1 BHK Flat for Sale in Mira Bhayandar, Mumbai",no,yes,Area410,0,1
974,₹3.20 Cr ,"2 BHK Flat for Sale in Wadala West, Mumbai",yes,yes,Area930,1,0
975,₹46 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area540,0,1
976,₹99 Lac ,1 BHK Flat for Sale in Mumbai,yes,yes,Area397,0,0
977,₹1.35 Cr ,"1 BHK Flat for Sale in Tardeo, Mumbai",no,yes,Area330,0,1
978,₹53 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area865,0,1
979,₹58 Lac ,"1 BHK Flat for Sale in Dahisar East, Mumbai",no,yes,Area225,0,1
980,₹1.85 Cr ,"2 BHK Flat for Sale in Kurla West, Mumbai",yes,yes,Area700,0,1
981,₹1.25 Cr ,"1 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area400,0,1
982,₹29 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area298,1,0
983,₹5 Cr ,"3 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area1000,0,0
984,₹14 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",no,yes,Area382,0,1
985,₹95 Lac ,"1 BHK Flat for Sale in Chunabhatti, Mumbai",no,yes,Area400,0,0
986,₹2.40 Cr ,"1 BHK Flat for Sale in Matunga West, Mumbai",yes,yes,Area635,0,0
987,₹40 Lac ,"1 BHK Flat for Sale in Nalasopara West, Mumbai",yes,yes,Area470,0,1
988,₹1.85 Cr ,"2 BHK Flat for Sale in Kurla West, Mumbai",no,yes,Area584,0,0
989,₹1.20 Cr ,"2 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area510,0,1
990,₹1.40 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area605,0,1
991,₹2.10 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area730,0,0
992,₹2.50 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area760,0,0
993,₹2.15 Cr ,"2 BHK Flat for Sale in Kanjurmarg West, Mumbai",yes,yes,Area1120,1,1
994,₹6 Cr ,"3 BHK Flat for Sale in Juhu, Mumbai",no,yes,Area1100,0,1
995,₹2.50 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area1140,0,1
996,₹1.72 Cr ,"1 BHK Flat for Sale in Sion East, Mumbai",no,yes,Area632,0,0
997,₹1.50 Cr ,"1 BHK Flat for Sale in Opera House, Mumbai",no,yes,Area550,0,1
998,₹98.5 Lac ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area430,0,0
999,₹98 Lac ,"1 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area535,0,0
1000,₹3.75 Cr ,"2 BHK Flat for Sale in Malabar Hill, Mumbai",no,yes,Area650,0,1
1001,₹1.40 Cr ,"1 BHK Flat for Sale in Jogeshwari Vikhroli Link Road, Mumbai",yes,yes,Area450,0,0
1002,₹3.25 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",yes,no,Area1100,0,1
1003,₹1.25 Cr ,"1 BHK Flat for Sale in Goregaon East, Mumbai",no,yes,Area620,0,1
1004,₹1.20 Cr ,"1 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area424,0,1
1005,₹4.85 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1215,0,1
1006,₹85 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area415,0,0
1007,₹6 Cr ,"3 BHK Flat for Sale in Bandra, Mumbai",no,yes,Area1050,1,1
1008,₹52 Lac ,"2 BHK Flat for Sale in Nalasopara West, Mumbai",no,yes,Area820,0,0
1009,₹1.65 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area770,0,1
1010,₹1.75 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area576,0,1
1011,₹4.80 Cr ,"3 BHK Flat for Sale in Parel, Mumbai",yes,yes,Area1280,0,1
1012,₹3.50 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area1240,0,1
1013,₹80 Lac ,"1 BHK Flat for Sale in Chuim, Mumbai",no,yes,Area550,0,0
1014,₹5 Cr ,"1 BHK Flat for Sale in Reclamation, Mumbai",no,yes,Area450,0,1
1015,₹1.60 Cr ,"1 BHK Flat for Sale in JB Nagar, Mumbai",yes,yes,Area440,1,1
1016,₹2 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",yes,yes,Area620,0,0
1017,₹98 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area590,0,0
1018,₹65 Lac ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area385,0,0
1019,₹37 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",no,yes,Area553,0,0
1020,₹79 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",yes,yes,Area1061,0,0
1021,₹5 Cr ,"2 BHK Flat for Sale in Bandra West, Mumbai",no,yes,Area850,0,1
1022,₹1.99 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area745,0,0
1023,₹43.5 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",yes,yes,Area225,0,0
1024,₹35 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area334,0,0
1025,₹1.05 Cr ,"1 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area450,0,1
1026,₹26 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",no,yes,Area365,0,1
1027,₹3.30 Cr ,"3 BHK Flat for Sale in Jagjivan Ram Nagar, Mumbai",yes,yes,Area1049,1,0
1028,₹1.80 Cr ,"2 BHK Flat for Sale in Kanjurmarg East, Mumbai",no,yes,Area670,0,1
1029,₹1.20 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area400,1,1
1030,₹17 Lac ," Studio Apartment for Sale in Virar East, Mumbai",no,yes,Area300,0,0
1031,₹1.73 Cr ,"2 BHK Flat for Sale in Chembur East, Mumbai",no,yes,Area580,0,1
1032,₹1 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area385,0,0
1033,₹58 Lac ,2 BHK Flat for Sale in Mumbai,yes,yes,Area600,1,0
1034,₹55 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",yes,yes,Area945,1,1
1035,₹75 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area660,0,0
1036,₹68 Lac ,"1 BHK Flat for Sale in Mira Bhayandar, Mumbai",yes,yes,Area680,0,0
1037,₹2.50 Cr ,"3 BHK Flat for Sale in Sukarwadi, Mumbai",yes,yes,Area1350,1,1
1038,₹1 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area590,0,1
1039,₹1.90 Cr ,"2 BHK Flat for Sale in Dattapada, Mumbai",no,yes,Area601,0,1
1040,₹2.80 Cr ,"3 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area845,0,0
1041,₹5 Cr ,"2 BHK Flat for Sale in Worli, Mumbai",no,yes,Area1140,0,1
1042,₹1 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area325,0,0
1043,₹72 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area530,0,1
1044,₹1.80 Cr ,"2 BHK Flat for Sale in Jogeshwari East, Mumbai",no,yes,Area609,0,1
1045,₹85 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",no,yes,Area330,0,1
1046,₹70 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area300,0,1
1047,₹1.65 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area700,0,0
1048,₹65 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area770,0,0
1049,₹3.87 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area1098,0,0
1050,₹85 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area670,1,0
1051,₹3 Cr ,"3 BHK Flat for Sale in JB Nagar, Mumbai",no,yes,Area1000,0,1
1052,₹4.31 Cr ,"2 BHK Flat for Sale in Tardeo, Mumbai",no,yes,Area850,1,1
1053,₹90 Lac ,"1 BHK Flat for Sale in Mira Road, Mumbai",yes,yes,Area485,0,0
1054,₹89 Lac ,"1 BHK Flat for Sale in Kanjurmarg East, Mumbai",no,yes,Area437,0,1
1055,₹12.76 Cr ,"4 BHK Flat for Sale in Worli, Mumbai",yes,yes,Area1895,0,1
1056,₹1.60 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",no,yes,Area380,0,1
1057,₹60 Lac ,"1 BHK Flat for Sale in Jogeshwari East, Mumbai",no,yes,Area350,0,1
1058,₹25 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area620,0,0
1059,₹4.50 Cr ,"3 BHK Flat for Sale in Sunder Nagar Santacruz East, Mumbai",no,yes,Area1800,0,1
1060,₹3.85 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area1200,0,0
1061,₹7.25 Cr ,"3 BHK Flat for Sale in Khar West, Mumbai",no,yes,Area1100,0,0
1062,₹2.16 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area720,1,1
